0.001000; -6.837905
0.203010; -1.594227
0.405020; -0.903706
0.607030; -0.499138
0.809040; -0.211897
1.011051; 0.010989
1.213061; 0.193160
1.415071; 0.347191
1.617081; 0.480592
1.819091; 0.598300
2.021101; 0.703692
2.223111; 0.798954
2.425121; 0.885945
2.627131; 0.965952
2.829141; 1.040034
3.031152; 1.109013
3.233162; 1.173481
3.435172; 1.234156
3.637182; 1.291223
3.839192; 1.345359
4.041202; 1.396642
4.243212; 1.445424
4.445222; 1.491927
4.647232; 1.536374
4.849242; 1.578935
5.051253; 1.619726
5.253263; 1.658958
5.455273; 1.696673
5.657283; 1.733055
5.859293; 1.768115
6.061303; 1.802045
6.263313; 1.834779
6.465323; 1.866523
6.667333; 1.897283
6.869343; 1.927207
7.071354; 1.956194
7.273364; 1.984283
7.475374; 2.011673
7.677384; 2.038425
7.879394; 2.064303
8.081404; 2.089715
8.283414; 2.114406
8.485424; 2.138503
8.687434; 2.162027
8.889444; 2.185011
9.091455; 2.207476
9.293465; 2.229464
9.495475; 2.250971
9.697485; 2.272029
9.899495; 2.292629
10.101505; 2.312824
10.303515; 2.332616
10.505525; 2.352060
10.707535; 2.371114
10.909545; 2.389779
11.111556; 2.408119
11.313566; 2.426163
11.515576; 2.443870
11.717586; 2.461227
11.919596; 2.478309
12.121606; 2.495159
12.323616; 2.511650
12.525626; 2.527896
12.727636; 2.543955
12.929646; 2.559643
13.131657; 2.575208
13.333667; 2.590405
13.535677; 2.605450
13.737687; 2.620331
13.939697; 2.634929
14.141707; 2.649321
14.343717; 2.663422
14.545727; 2.677411
14.747737; 2.691199
14.949747; 2.704803
15.151758; 2.718222
15.353768; 2.731557
15.555778; 2.744535
15.757788; 2.757437
15.959798; 2.770273
16.161808; 2.782851
16.363818; 2.795273
16.565828; 2.807542
16.767838; 2.819664
16.969848; 2.831641
17.171859; 2.843471
17.373869; 2.855166
17.575879; 2.866726
17.777889; 2.878152
17.979899; 2.889449
18.181909; 2.900619
18.383919; 2.911678
18.585929; 2.922607
18.787939; 2.933419
18.989949; 2.944116
19.191960; 2.954700
19.393970; 2.965175
19.595980; 2.975521
19.797990; 2.985775
20.000000; 2.995925
