-15.000000; -3.659774
-14.997000; -3.653038
-14.993999; -3.646462
-14.990999; -3.640043
-14.987999; -3.633783
-14.984998; -3.627679
-14.981998; -3.621731
-14.978998; -3.615940
-14.975998; -3.610303
-14.972997; -3.604822
-14.969997; -3.599495
-14.966997; -3.594322
-14.963996; -3.589303
-14.960996; -3.584437
-14.957996; -3.579723
-14.954995; -3.575163
-14.951995; -3.570754
-14.948995; -3.566498
-14.945995; -3.562393
-14.942994; -3.558440
-14.939994; -3.554638
-14.936994; -3.550987
-14.933993; -3.547488
-14.930993; -3.544139
-14.927993; -3.540942
-14.924992; -3.537895
-14.921992; -3.534998
-14.918992; -3.532253
-14.915992; -3.529658
-14.912991; -3.527215
-14.909991; -3.524922
-14.906991; -3.522780
-14.903990; -3.520789
-14.900990; -3.518950
-14.897990; -3.517262
-14.894989; -3.515726
-14.891989; -3.514341
-14.888989; -3.513109
-14.885989; -3.512029
-14.882988; -3.511102
-14.879988; -3.510328
-14.876988; -3.509708
-14.873987; -3.509241
-14.870987; -3.508928
-14.867987; -3.508770
-14.864986; -3.508768
-14.861986; -3.508921
-14.858986; -3.509230
-14.855986; -3.509696
-14.852985; -3.510319
-14.849985; -3.511100
-14.846985; -3.512039
-14.843984; -3.513138
-14.840984; -3.514397
-14.837984; -3.515817
-14.834983; -3.517397
-14.831983; -3.519141
-14.828983; -3.521047
-14.825983; -3.523117
-14.822982; -3.525351
-14.819982; -3.527752
-14.816982; -3.530319
-14.813981; -3.533054
-14.810981; -3.535957
-14.807981; -3.539030
-14.804980; -3.542274
-14.801980; -3.545690
-14.798980; -3.549278
-14.795980; -3.553041
-14.792979; -3.556980
-14.789979; -3.561095
-14.786979; -3.565388
-14.783978; -3.569861
-14.780978; -3.574514
-14.777978; -3.579349
-14.774977; -3.584368
-14.771977; -3.589573
-14.768977; -3.594964
-14.765977; -3.600543
-14.762976; -3.606312
-14.759976; -3.612272
-14.756976; -3.618426
-14.753975; -3.624775
-14.750975; -3.631321
-14.747975; -3.638066
-14.744974; -3.645011
-14.741974; -3.652159
-14.738974; -3.659511
-14.735974; -3.667071
-14.732973; -3.674839
-14.729973; -3.682777
-14.726973; -3.690969
-14.723972; -3.699376
-14.720972; -3.708001
-14.717972; -3.716847
-14.714971; -3.725915
-14.711971; -3.735209
-14.708971; -3.744730
-14.705971; -3.754482
-14.702970; -3.764467
-14.699970; -3.774688
-14.696970; -3.785148
-14.693969; -3.795850
-14.690969; -3.806797
-14.687969; -3.817992
-14.684968; -3.829437
-14.681968; -3.841138
-14.678968; -3.853095
-14.675968; -3.865314
-14.672967; -3.877798
-14.669967; -3.890550
-14.666967; -3.903573
-14.663966; -3.916872
-14.660966; -3.930451
-14.657966; -3.944313
-14.654965; -3.958463
-14.651965; -3.972904
-14.648965; -3.987642
-14.645965; -4.002680
-14.642964; -4.018022
-14.639964; -4.033675
-14.636964; -4.049641
-14.633963; -4.065912
-14.630963; -4.082522
-14.627963; -4.099461
-14.624962; -4.116735
-14.621962; -4.134348
-14.618962; -4.152307
-14.615962; -4.170617
-14.612961; -4.189284
-14.609961; -4.208314
-14.606961; -4.227713
-14.603960; -4.247488
-14.600960; -4.267644
-14.597960; -4.288189
-14.594959; -4.309129
-14.591959; -4.330472
-14.588959; -4.352225
-14.585959; -4.374395
-14.582958; -4.396990
-14.579958; -4.420017
-14.576958; -4.443485
-14.573957; -4.467403
-14.570957; -4.491778
-14.567957; -4.516619
-14.564956; -4.541936
-14.561956; -4.567738
-14.558956; -4.594035
-14.555956; -4.620835
-14.552955; -4.648151
-14.549955; -4.675991
-14.546955; -4.704367
-14.543954; -4.733290
-14.540954; -4.762772
